ins	0.0359697	-0.0132142	-0.0575383	-0.0159774	-0.00762713	-0.0127223	-0.0174259	0.00416045	0.0172238	0.00104503
nun	-0.00340372	0.0167644	0.0283107	0.00163183	0.0190066	0.00562465	0.0174076	-0.00487403	-0.00704235	-0.0100675
6	-0.0124919	-0.00913248	-0.010496	-0.0129571	-0.0193383	-0.00479579	-0.00225857	-0.00998133	0.00383898	-0.0124084
flüchteten	0.0222826	-0.0245945	-0.0800786	-0.0187848	-0.00728047	-0.0154742	-0.0546384	-0.00434733	0.00903674	0.0303707
vier	0.0160106	-0.0044835	-0.0251757	-0.00314544	0.00315428	-0.00597168	0.00473255	-0.00859283	-0.000267039	0.00629711
ab	0.0107758	0.0154487	0.0360544	0.00656954	0.00680144	-0.0107106	0.0209937	-0.0195205	0.0186331	0.000513091
45	-0.00734748	-0.00784386	0.014451	0.000130092	-0.00400969	0.0301541	0.0179892	0.00490004	-0.00420413	-0.0193459
wollte	-0.0232887	0.0298222	0.0231937	0.0113469	0.00150625	-0.00279525	0.0142684	0.00184815	-0.0089778	-0.0165733
feuer	-0.0599336	-0.00397743	0.123944	-0.0034997	0.0945798	0.0871692	-3.76151e-05	-0.0230345	0.0011488	0.005743
wird	-0.0188344	-0.0125906	-0.00473572	0.0180014	0.016709	-0.00406852	-0.0031675	-0.0165218	-0.00388559	0.0197957
fahrer	-0.014338	0.0492726	0.0866245	0.0167494	-0.00971623	-0.00952656	0.0535937	-0.00731922	-0.0196147	-0.0503039
verletzte	-0.00126278	0.0149198	0.0556767	-0.000920615	-0.0143347	0.00276182	0.0207123	-0.00112439	-0.0126643	-0.0239094
mutmaßlichen	0.0120646	-0.021521	-0.0396534	-0.0175409	-0.0142795	-0.0152386	-0.00065367	0.00699456	0.0137389	0.00952141
beamte	-7.81314e-05	-0.020046	-0.0402567	0.0103522	0.00346144	0.00107012	-0.0322727	0.00353721	0.0031691	0.012888
u-bahnhof	0.0165151	-0.0222145	-0.0407374	-0.0250505	-0.00343388	0.0147998	-0.0111965	-0.0169757	0.0173784	0.0239275
flammen	-0.0526695	-0.00254709	0.102207	0.0172865	0.0845313	0.0965242	0.0102115	-0.0235146	-0.0167918	0.0199505
vermutlich	-0.0169917	0.00220141	0.0289341	0.00329414	0.0122654	0.00792762	0.0207491	0.00630915	0.000144608	-0.0144611
fahrbahn	-0.00806736	0.0507078	0.0798237	0.00278641	0.000256314	-0.0112549	0.0422232	-0.00800595	-0.0217352	-0.00633116
angaben	0.0090576	0.011639	-0.0111111	0.00694155	0.0019955	-0.0136348	0.0165847	-0.00307006	-0.0101177	-0.0120771
seinen	-0.0237473	0.0441137	0.0545951	0.00915402	0.0278925	-0.0269824	0.038231	-0.0069879	0.0162415	-0.0145784
staatsschutz	0.00551955	-0.0127173	0.0157301	0.024384	0.030851	0.0494698	-0.0193046	-0.0180893	-0.00812103	0.0234883
schwere	0.0162231	0.0498348	0.0880437	0.0308808	1.27274e-05	-0.0143017	0.0377315	0.0105102	-0.0242359	-0.0317147
diesem	-0.00844334	-0.0152079	-0.0248179	-1.92258e-05	0.00234321	-0.00743058	-0.0082164	0.0224212	-0.00426107	0.00514744
stellten	0.00409673	0.00416513	-0.0053086	-0.00411095	-0.00294621	-0.00255977	-0.014783	0.00565909	0.0117359	-0.0131952
früh	0.013274	-0.0197956	-0.0302576	0.00584462	-0.00261091	-0.0103316	-0.00565797	0.0107976	0.000115103	0.0136159
verletzten	0.0209093	-0.0200883	-0.0539369	-0.0226064	-0.0189405	-0.0227725	-0.00225943	0.00883596	0.00814294	0.00468519
mutmaßliche	-0.00714811	-0.0269589	-0.0531065	-0.000144552	-0.0300247	0.00205402	-0.0154668	0.0245985	0.0148973	0.0203934
10	0.00788526	-0.00409645	0.0220385	0.00713089	0.0169367	-0.0175206	0.0224432	-0.0051774	0.0138963	-0.0320687
